Type,Date,Time,Action,Errors,Ruleset ID,Ruleset Name,Rule ID,Rule Name,Destination List IDs,Destination Lists,Signature List ID,IPS Signature,IPS Signature Severity,IPS Signature CVE,Identities,Identity Types,Policy or Ruleset Identity,Policy or Ruleset Identity Type,Forwarding Method,Internal IP,External IP,Source IP,Destination IP,Source Port,Destination Port,Destination,Hostname,Categories,Integrations,Blocked Categories,Application,Application Category,Query Type,Content Type,Protocol,Filename,File Action (Remote Browser Isolation),Total Size in Bytes,Request Size,Response Size,Packet Size,Referrer,User Agent,Status Code,Direction,Threats,Threat Types,SHA256 Hash,Cisco AMP Result,Cisco AMP Disposition,Cisco AMP Score,Antivirus Result,Potentially Unwanted Applications,Other Antivirus Threats,Detected Response File Type,Isolated State,Data Loss Prevention State,Tenant Controls,Request Method,Umbrella Egress IP Address,Umbrella Egress Data Center
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,trouter2-azsc-asse-2-b.trouter.teams.microsoft.com,,"Software/Technology (Legacy), Business Services (Legacy), Online Meetings, Application, Computers and Internet",,,Microsoft Teams,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,trouter2-azsc-jpea-1-b.trouter.teams.microsoft.com,,"Software/Technology (Legacy), Business Services (Legacy), Online Meetings, Application, Computers and Internet",,,Microsoft Teams,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,trouter2-azsc-asse-2-b.trouter.teams.microsoft.com,,"Software/Technology (Legacy), Business Services (Legacy), Online Meetings, Application, Computers and Internet",,,Microsoft Teams,Collaboration,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,trouter2-azsc-asse-2-b.trouter.teams.microsoft.com,,"Software/Technology (Legacy), Business Services (Legacy), Online Meetings, Application, Computers and Internet",,,Microsoft Teams,Collaboration,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,duplexer.wix.com,,"Software/Technology (Legacy), Business Services (Legacy), Web Hosting, Application",,,Wix,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,alive.github.com,,"Software/Technology (Legacy), Business Services (Legacy), Application, Computers and Internet",,,GitHub,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,alive.github.com,,"Software/Technology (Legacy), Business Services (Legacy), Application, Computers and Internet",,,GitHub,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,trouter2-azsc-asse-2-b.trouter.teams.microsoft.com,,"Software/Technology (Legacy), Business Services (Legacy), Online Meetings, Application, Computers and Internet",,,Microsoft Teams,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,teams.events.data.microsoft.com,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry, Computers and Internet",,,Windows Diagnostics Data,IT Service Management,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,duplexer.wix.com,,"Software/Technology (Legacy), Business Services (Legacy), Web Hosting, Application",,,Wix,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,16:02:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,newcampi-50708.portmap.io,,"Software/Technology (Legacy), Computers and Internet",,,,,AAAA,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
